Subject,Start Date,Start Time,End Date,End Time,Location,Description
Deadbeat at Dawn,15/11/2014,22:30,16/11/2014,23:50,Hyde Park Picture House,"Never released in the UK, Jim Van Bebber's cult masterpiece Deadbeat at Dawn is a nihilistic look at the problems facing America in the 1980s, with poverty, gangs and addiction destroying the American Dream. Set in Dayton, Ohio, Goose is a fighter for the notorious gang The Ravens who have frequent vicious run-ins with their [...]

http://www.leedsfilm.com/films/deadbeat-dawn/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Death of a Cyclist,08/11/2014,16:00,08/11/2014,17:28,Hyde Park Picture House,"Death of a Cyclist is a churning melodrama, a nuanced character study and a direct attack on Spanish society during Franco's rule. Upper-class geometry professor Juan and his wealthy, mistress, Maria Jose, accidentally hit a cyclist, and run. The resulting tale of guilt, infidelity, and blackmail reveals the wide gap between the rich and the [...]

http://www.leedsfilm.com/films/death-cyclist/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Death of a Cyclist,11/11/2014,15:30,11/11/2014,16:58,Hyde Park Picture House,"Death of a Cyclist is a churning melodrama, a nuanced character study and a direct attack on Spanish society during Franco's rule. Upper-class geometry professor Juan and his wealthy, mistress, Maria Jose, accidentally hit a cyclist, and run. The resulting tale of guilt, infidelity, and blackmail reveals the wide gap between the rich and the [...]

http://www.leedsfilm.com/films/death-cyclist/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,08/11/2014,15:30,08/11/2014,17:05,City Varieties,"Almost 50 years on and still a subversive treat, Stanley Kubrick's Cold War satire is a universally acknowledged masterpiece. Screening as part of the Masters of Film Comedy Day, the film famously features a brilliant triple role for Peter Sellers as a hapless airman, the bemused President Merkin Muffley and the US Nazi adviser Dr [...]

http://www.leedsfilm.com/films/dr-strangelove-learned-stop-worrying-love-bomb/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Dragonball Z: Battle of the Gods,09/11/2014,13:00,09/11/2014,14:25,Leeds Town Hall - Victoria Hall,"The first new Dragonball Z feature film in seventeen years, screening as part of the Fanomenon Anime Day 2014. Following the events of the Dragon Ball Z television series, after the defeat of Majin Buu, a new power awakens and threatens humanity. Beerus, an ancient and powerful God of Destruction, searches for Goku after hearing [...]

http://www.leedsfilm.com/films/dragonball-battle-gods/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Drew: The Man Behind the Poster,11/11/2014,18:00,11/11/2014,19:50,Leeds Town Hall - Albert Room,"You may not know the name Drew Struzan, but you will certainly know some of his work. Probably the greatest film poster artist of all time his images have adorned the walls of film fans the world over for nearly forty years. His iconic images have been used to promote Star Wars, Indiana Jones, Back [...]

http://www.leedsfilm.com/films/drew-man-poster/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Drew: The Man Behind the Poster,16/11/2014,21:00,16/11/2014,22:50,Leeds Town Hall - Albert Room,"You may not know the name Drew Struzan, but you will certainly know some of his work. Probably the greatest film poster artist of all time his images have adorned the walls of film fans the world over for nearly forty years. His iconic images have been used to promote Star Wars, Indiana Jones, Back [...]

http://www.leedsfilm.com/films/drew-man-poster/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Everybody Street,14/11/2014,21:00,14/11/2014,22:23,Leeds Town Hall - Albert Room,"Filmmaker and photographer Cheryl Dunn captures the excitement, danger and perseverance of pioneering street photographers in New York City. The film pays tribute to the art of street photography, and the influence that 'the city that never sleeps' has had on their practice. Featuring an array of photographers, including Bruce Davidson, Elliott Erwitt and Martha [...]

http://www.leedsfilm.com/films/street/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Everybody Street,17/11/2014,21:00,17/11/2014,22:23,Leeds Town Hall - Albert Room,"Filmmaker and photographer Cheryl Dunn captures the excitement, danger and perseverance of pioneering street photographers in New York City. The film pays tribute to the art of street photography, and the influence that 'the city that never sleeps' has had on their practice. Featuring an array of photographers, including Bruce Davidson, Elliott Erwitt and Martha [...]

http://www.leedsfilm.com/films/street/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
FANOMENON & THOUGHT BUBBLE ANIME PARTY FEATURING INTERSTELLA 555,15/11/2014,20:30,15/11/2014,21:38,Leeds Town Hall - Victoria Hall,"Fanomenon and the Thought Bubble comic art festival team up to throw a giant party at Leeds Town Hall. Daft Punk's Interstella 5555 gets the party underway then DJs take over for the rest of the night (until 4am), playing great music accompanying favourite anime films on the giant screen. Steered by legendary anime creator [...]

http://www.leedsfilm.com/films/fanomenon-thought-bubble-anime-party-featuring-interstella-555/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
